Order ID,Order Date,Ship Date,Days for Shipment,Ship Mode,Customer ID,Segment,City,Region,Product ID,Category,Total Revenue,Sold Quantity,Discount,Discount Amount,Profit,Profit Margin,Cost of Goods Sold (COGS),Cost per Quantity
US-2014-123463,2014-12-24,2014-12-24,0,Same Day,GZ-14470,Consumer,San Francisco,West,OFF-AR-10001118,Art,$13.48,4,0%,$0.00,$5.93,44%,$7.55,$1.89
CA-2013-165148,2013-10-23,2013-10-25,2,First Class,PM-19135,Home Office,Detroit,Central,FUR-FU-10000732,Furnishings,$31.40,5,0%,$0.00,$10.05,32%,$21.35,$4.27
CA-2011-134061,2011-04-29,2011-05-04,5,Standard Class,LL-16840,Consumer,Rochester,East,FUR-FU-10001424,Furnishings,$17.46,2,0%,$0.00,$5.94,34%,$11.52,$5.76
CA-2012-143602,2012-04-25,2012-04-28,3,Second Class,JS-15595,Corporate,Los Angeles,West,OFF-BI-10002071,Binders,$13.94,3,20%,$2.79,$4.53,33%,$9.41,$3.14
CA-2014-115364,2014-06-27,2014-07-03,6,Standard Class,OT-18730,Consumer,San Diego,West,OFF-ST-10002486,Storage,$83.76,12,0%,$0.00,$1.68,2%,$82.08,$6.84
CA-2014-150707,2014-10-15,2014-10-20,5,Standard Class,EL-13735,Home Office,Columbia,East,OFF-BI-10001078,Binders,$37.66,7,0%,$0.00,$18.45,49%,$19.21,$2.74
CA-2011-104976,2011-12-09,2011-12-16,7,Standard Class,CK-12760,Corporate,San Francisco,West,OFF-PA-10003845,Paper,$34.68,6,0%,$0.00,$16.99,49%,$17.69,$2.95
CA-2014-132934,2014-06-21,2014-06-27,6,Standard Class,JE-15475,Consumer,New Rochelle,East,TEC-AC-10000927,Accessories,$149.95,5,0%,$0.00,$15.00,10%,$134.96,$26.99
CA-2014-132934,2014-06-21,2014-06-27,6,Standard Class,JE-15475,Consumer,New Rochelle,East,OFF-BI-10001098,Binders,$51.31,3,20%,$10.26,$18.60,36%,$32.71,$10.90
CA-2014-133256,2014-06-27,2014-06-28,1,First Class,TH-21550,Home Office,Detroit,Central,OFF-PA-10001622,Paper,$4.54,1,0%,$0.00,$2.04,45%,$2.50,$2.50
CA-2014-133256,2014-06-27,2014-06-28,1,First Class,TH-21550,Home Office,Detroit,Central,OFF-AR-10003158,Art,$15.92,4,0%,$0.00,$5.41,34%,$10.51,$2.63
CA-2014-133256,2014-06-27,2014-06-28,1,First Class,TH-21550,Home Office,Detroit,Central,TEC-PH-10002660,Phones,$543.92,8,0%,$0.00,$135.98,25%,$407.94,$50.99
CA-2013-105494,2013-11-11,2013-11-13,2,First Class,PC-18745,Corporate,San Francisco,West,OFF-ST-10002205,Storage,$155.82,7,0%,$0.00,$42.07,27%,$113.75,$16.25
CA-2013-105494,2013-11-11,2013-11-13,2,First Class,PC-18745,Corporate,San Francisco,West,OFF-BI-10003364,Binders,$70.01,3,20%,$14.00,$24.50,35%,$45.51,$15.17
CA-2013-140634,2013-10-04,2013-10-07,3,Second Class,HL-15040,Consumer,Houston,Central,OFF-EN-10001099,Envelopes,$15.65,2,20%,$3.13,$5.09,33%,$10.56,$5.28
CA-2011-144407,2011-09-09,2011-09-15,6,Standard Class,MS-17365,Consumer,Detroit,Central,OFF-LA-10003923,Labels,$103.60,7,0%,$0.00,$51.80,50%,$51.80,$7.40
CA-2014-160983,2014-10-30,2014-11-01,2,Second Class,GB-14530,Corporate,Auburn,East,OFF-PA-10002250,Paper,$46.96,8,0%,$0.00,$22.54,48%,$24.42,$3.05
US-2013-114622,2013-04-11,2013-04-13,2,First Class,JR-16210,Corporate,Springfield,East,OFF-BI-10004716,Binders,$8.90,2,70%,$6.23,-$6.53,-73%,$15.43,$7.72
CA-2014-150959,2014-11-12,2014-11-14,2,First Class,TD-20995,Consumer,Garland,Central,OFF-LA-10001045,Labels,$10.44,5,20%,$2.09,$3.39,33%,$7.05,$1.41
CA-2014-150959,2014-11-12,2014-11-14,2,First Class,TD-20995,Consumer,Garland,Central,OFF-BI-10001510,Binders,$18.34,4,80%,$14.67,-$32.09,-175%,$50.42,$12.61
CA-2014-132353,2014-09-16,2014-09-18,2,First Class,DB-13060,Consumer,Chicago,Central,TEC-PH-10004536,Phones,$323.98,3,20%,$64.80,$20.25,6%,$303.73,$101.24
CA-2013-130477,2013-04-09,2013-04-13,4,Standard Class,LC-17140,Consumer,Los Angeles,West,OFF-PA-10002947,Paper,$20.04,3,0%,$0.00,$9.62,48%,$10.42,$3.47
CA-2013-130477,2013-04-09,2013-04-13,4,Standard Class,LC-17140,Consumer,Los Angeles,West,OFF-ST-10002583,Storage,$64.96,2,0%,$0.00,$2.60,4%,$62.36,$31.18
CA-2013-130477,2013-04-09,2013-04-13,4,Standard Class,LC-17140,Consumer,Los Angeles,West,OFF-PA-10000019,Paper,$12.96,2,0%,$0.00,$6.22,48%,$6.74,$3.37
CA-2014-143259,2014-12-31,2015-01-04,4,Standard Class,PO-18865,Consumer,New York City,East,FUR-BO-10003441,Bookcases,$323.14,4,20%,$64.63,$12.12,4%,$311.02,$77.75
CA-2014-143259,2014-12-31,2015-01-04,4,Standard Class,PO-18865,Consumer,New York City,East,TEC-PH-10004774,Phones,$90.93,7,0%,$0.00,$2.73,3%,$88.20,$12.60
CA-2014-143259,2014-12-31,2015-01-04,4,Standard Class,PO-18865,Consumer,New York City,East,OFF-BI-10003684,Binders,$52.78,3,20%,$10.56,$19.79,38%,$32.99,$11.00
CA-2014-137596,2014-09-03,2014-09-08,5,Standard Class,BE-11335,Home Office,Jackson,Central,TEC-PH-10001494,Phones,"$1,199.80",4,0%,$0.00,$323.95,27%,$875.85,$218.96
CA-2014-137596,2014-09-03,2014-09-08,5,Standard Class,BE-11335,Home Office,Jackson,Central,TEC-AC-10004666,Accessories,"$1,928.78",7,0%,$0.00,$829.38,43%,"$1,099.40",$157.06
CA-2014-137596,2014-09-03,2014-09-08,5,Standard Class,BE-11335,Home Office,Jackson,Central,OFF-ST-10003816,Storage,$352.38,2,0%,$0.00,$81.05,23%,$271.33,$135.67
CA-2012-133627,2012-05-31,2012-06-07,7,Standard Class,SC-20050,Home Office,Norwich,East,FUR-FU-10001935,Furnishings,$22.20,6,0%,$0.00,$9.10,41%,$13.10,$2.18
CA-2014-102519,2014-11-28,2014-11-30,2,First Class,BM-11650,Corporate,Milwaukee,Central,FUR-FU-10004091,Furnishings,$46.94,1,0%,$0.00,$19.25,41%,$27.69,$27.69
CA-2014-102519,2014-11-28,2014-11-30,2,First Class,BM-11650,Corporate,Milwaukee,Central,TEC-AC-10001772,Accessories,$143.73,9,0%,$0.00,$56.05,39%,$87.68,$9.74
US-2011-141215,2011-06-15,2011-06-21,6,Standard Class,KL-16555,Corporate,San Antonio,Central,FUR-TA-10001520,Tables,$99.92,2,30%,$29.98,-$18.56,-19%,$118.47,$59.24
US-2011-141215,2011-06-15,2011-06-21,6,Standard Class,KL-16555,Corporate,San Antonio,Central,FUR-CH-10003379,Chairs,$797.94,4,30%,$239.38,-$57.00,-7%,$854.94,$213.74
US-2011-141215,2011-06-15,2011-06-21,6,Standard Class,KL-16555,Corporate,San Antonio,Central,OFF-BI-10002706,Binders,$8.57,3,80%,$6.85,-$14.57,-170%,$23.13,$7.71
CA-2013-165218,2013-03-06,2013-03-12,6,Standard Class,RW-19630,Corporate,Dallas,Central,OFF-EN-10000056,Envelopes,$149.35,3,20%,$29.87,$50.41,34%,$98.95,$32.98
CA-2013-165218,2013-03-06,2013-03-12,6,Standard Class,RW-19630,Corporate,Dallas,Central,OFF-ST-10001558,Storage,$12.99,1,20%,$2.60,-$0.81,-6%,$13.80,$13.80
CA-2011-138296,2011-12-05,2011-12-12,7,Standard Class,RC-19825,Consumer,Alexandria,South,OFF-ST-10002444,Storage,$24.56,2,0%,$0.00,$6.88,28%,$17.68,$8.84
CA-2012-111164,2012-04-11,2012-04-15,4,Standard Class,SE-20110,Consumer,New York City,East,TEC-AC-10002473,Accessories,$85.14,3,0%,$0.00,$34.91,41%,$50.23,$16.74
CA-2012-111164,2012-04-11,2012-04-15,4,Standard Class,SE-20110,Consumer,New York City,East,TEC-PH-10004531,Phones,$21.99,1,0%,$0.00,$10.56,48%,$11.43,$11.43
CA-2012-111164,2012-04-11,2012-04-15,4,Standard Class,SE-20110,Consumer,New York City,East,OFF-AP-10004487,Appliances,$406.60,5,0%,$0.00,$113.85,28%,$292.75,$58.55
CA-2013-149797,2013-09-16,2013-09-21,5,Standard Class,AH-10075,Corporate,New York City,East,OFF-BI-10003650,Binders,$841.57,2,20%,$168.31,$294.55,35%,$547.02,$273.51
CA-2011-132962,2011-09-13,2011-09-16,3,First Class,JM-15535,Consumer,Philadelphia,East,OFF-PA-10003543,Paper,$15.55,3,20%,$3.11,$5.44,35%,$10.11,$3.37
CA-2011-132962,2011-09-13,2011-09-16,3,First Class,JM-15535,Consumer,Philadelphia,East,TEC-AC-10004353,Accessories,$252.00,5,20%,$50.40,$53.55,21%,$198.45,$39.69
CA-2012-115091,2012-10-05,2012-10-09,4,Standard Class,JJ-15760,Home Office,Springfield,South,OFF-AR-10000658,Art,$46.20,4,0%,$0.00,$12.94,28%,$33.26,$8.32
CA-2012-115091,2012-10-05,2012-10-09,4,Standard Class,JJ-15760,Home Office,Springfield,South,OFF-AP-10000696,Appliances,$28.84,2,0%,$0.00,$9.52,33%,$19.32,$9.66
CA-2014-144932,2014-04-15,2014-04-18,3,First Class,AB-10165,Consumer,Toledo,East,OFF-AR-10003560,Art,$14.59,3,20%,$2.92,$2.55,18%,$12.04,$4.01
CA-2014-144932,2014-04-15,2014-04-18,3,First Class,AB-10165,Consumer,Toledo,East,OFF-AR-10001468,Art,$89.86,3,20%,$17.97,$21.34,24%,$68.52,$22.84
CA-2014-144932,2014-04-15,2014-04-18,3,First Class,AB-10165,Consumer,Toledo,East,OFF-PA-10004971,Paper,$13.87,3,20%,$2.77,$5.03,36%,$8.84,$2.95
CA-2014-114216,2014-09-03,2014-09-07,4,Standard Class,RK-19300,Consumer,Philadelphia,East,OFF-PA-10002195,Paper,$12.19,3,20%,$2.44,$4.11,34%,$8.08,$2.69
CA-2013-140081,2013-06-21,2013-06-25,4,Standard Class,CG-12040,Home Office,Philadelphia,East,OFF-PA-10001745,Paper,$45.06,8,20%,$9.01,$15.21,34%,$29.85,$3.73
CA-2013-140081,2013-06-21,2013-06-25,4,Standard Class,CG-12040,Home Office,Philadelphia,East,OFF-BI-10004826,Binders,$29.72,6,70%,$20.80,-$21.79,-73%,$51.51,$8.59
CA-2013-140081,2013-06-21,2013-06-25,4,Standard Class,CG-12040,Home Office,Philadelphia,East,OFF-PA-10001870,Paper,$15.55,3,20%,$3.11,$5.44,35%,$10.11,$3.37
CA-2013-140081,2013-06-21,2013-06-25,4,Standard Class,CG-12040,Home Office,Philadelphia,East,OFF-AP-10001058,Appliances,$447.70,2,20%,$89.54,$33.58,8%,$414.12,$207.06
US-2014-111745,2014-11-06,2014-11-07,1,First Class,RA-19885,Corporate,Farmington,West,TEC-AC-10003911,Accessories,$159.99,1,0%,$0.00,$54.40,34%,$105.59,$105.59
CA-2012-148250,2012-12-13,2012-12-17,4,Standard Class,RP-19270,Corporate,Riverside,West,OFF-PA-10000289,Paper,$12.96,2,0%,$0.00,$6.22,48%,$6.74,$3.37
CA-2012-148250,2012-12-13,2012-12-17,4,Standard Class,RP-19270,Corporate,Riverside,West,OFF-AP-10003040,Appliances,$134.48,4,0%,$0.00,$34.96,26%,$99.52,$24.88
CA-2013-105760,2013-06-20,2013-06-21,1,First Class,KC-16255,Corporate,San Francisco,West,OFF-PA-10000350,Paper,$17.12,2,0%,$0.00,$8.05,47%,$9.07,$4.54
CA-2013-142958,2013-12-14,2013-12-21,7,Standard Class,RW-19630,Corporate,Torrance,West,OFF-BI-10001759,Binders,$6.10,2,20%,$1.22,$2.21,36%,$3.89,$1.94
CA-2013-142958,2013-12-14,2013-12-21,7,Standard Class,RW-19630,Corporate,Torrance,West,FUR-TA-10000577,Tables,"$1,114.27",4,20%,$222.85,$41.79,4%,"$1,072.49",$268.12
CA-2012-120880,2012-05-29,2012-06-03,5,Standard Class,JL-15850,Consumer,Seattle,West,OFF-PA-10004101,Paper,$32.40,5,0%,$0.00,$15.55,48%,$16.85,$3.37
CA-2012-120880,2012-05-29,2012-06-03,5,Standard Class,JL-15850,Consumer,Seattle,West,OFF-ST-10001496,Storage,$540.57,3,0%,$0.00,$140.55,26%,$400.02,$133.34
CA-2012-120880,2012-05-29,2012-06-03,5,Standard Class,JL-15850,Consumer,Seattle,West,OFF-BI-10002931,Binders,$167.76,5,20%,$33.55,$62.91,38%,$104.85,$20.97
US-2012-140200,2012-07-26,2012-07-28,2,First Class,CA-12775,Consumer,Mesa,West,FUR-TA-10002356,Tables,$393.17,3,50%,$196.58,-$204.45,-52%,$597.61,$199.20
US-2014-110576,2014-11-29,2014-12-03,4,Standard Class,RB-19795,Home Office,Philadelphia,East,FUR-FU-10003601,Furnishings,$516.49,7,20%,$103.30,-$12.91,-3%,$529.40,$75.63
US-2014-110576,2014-11-29,2014-12-03,4,Standard Class,RB-19795,Home Office,Philadelphia,East,FUR-FU-10000576,Furnishings,"$1,007.23",6,20%,$201.45,$75.54,8%,$931.69,$155.28
US-2014-110576,2014-11-29,2014-12-03,4,Standard Class,RB-19795,Home Office,Philadelphia,East,FUR-TA-10004154,Tables,"$2,065.32",12,40%,$826.13,-$619.60,-30%,"$2,684.92",$223.74
US-2014-110576,2014-11-29,2014-12-03,4,Standard Class,RB-19795,Home Office,Philadelphia,East,OFF-PA-10000788,Paper,$15.55,3,20%,$3.11,$5.44,35%,$10.11,$3.37
US-2014-110576,2014-11-29,2014-12-03,4,Standard Class,RB-19795,Home Office,Philadelphia,East,OFF-PA-10002479,Paper,$25.34,6,20%,$5.07,$7.92,31%,$17.42,$2.90
CA-2014-131156,2014-04-04,2014-04-08,4,Standard Class,KH-16360,Consumer,Philadelphia,East,FUR-FU-10001940,Furnishings,$25.47,4,20%,$5.09,$7.64,30%,$17.83,$4.46
CA-2014-136539,2014-12-29,2015-01-02,4,Standard Class,GH-14665,Consumer,Round Rock,Central,OFF-AR-10001958,Art,$27.17,2,20%,$5.43,$2.72,10%,$24.45,$12.23
CA-2014-136539,2014-12-29,2015-01-02,4,Standard Class,GH-14665,Consumer,Round Rock,Central,FUR-BO-10004709,Bookcases,$78.85,2,32%,$25.23,-$11.60,-15%,$90.45,$45.22
CA-2014-119305,2014-12-01,2014-12-05,4,Standard Class,SW-20275,Consumer,Jackson,South,OFF-ST-10000604,Storage,$173.80,5,0%,$0.00,$43.45,25%,$130.35,$26.07
CA-2014-102414,2014-05-16,2014-05-19,3,Second Class,JA-15970,Consumer,Phoenix,West,TEC-PH-10002923,Phones,$29.59,1,20%,$5.92,$2.59,9%,$27.00,$27.00
CA-2014-102414,2014-05-16,2014-05-19,3,Second Class,JA-15970,Consumer,Phoenix,West,OFF-BI-10004465,Binders,$4.75,2,70%,$3.33,-$3.17,-67%,$7.92,$3.96
CA-2014-102414,2014-05-16,2014-05-19,3,Second Class,JA-15970,Consumer,Phoenix,West,OFF-PA-10002333,Paper,$15.55,3,20%,$3.11,$5.64,36%,$9.91,$3.30
CA-2012-112571,2012-09-22,2012-09-22,0,Same Day,DL-12925,Consumer,Oceanside,West,FUR-FU-10004188,Furnishings,$204.60,2,0%,$0.00,$53.20,26%,$151.40,$75.70
CA-2014-152142,2014-11-15,2014-11-20,5,Standard Class,LW-16990,Corporate,San Francisco,West,FUR-CH-10002965,Chairs,$321.57,2,20%,$64.31,$28.14,9%,$293.43,$146.72
CA-2012-160059,2012-11-27,2012-12-01,4,Standard Class,TB-21190,Home Office,Fayetteville,South,OFF-BI-10000145,Binders,$6.24,2,0%,$0.00,$3.06,49%,$3.18,$1.59
CA-2013-120859,2013-09-02,2013-09-05,3,First Class,CV-12805,Corporate,San Francisco,West,OFF-EN-10001335,Envelopes,$21.88,2,0%,$0.00,$10.94,50%,$10.94,$5.47
CA-2011-127488,2011-09-22,2011-09-24,2,Second Class,MS-17365,Consumer,Boca Raton,South,OFF-LA-10001613,Labels,$4.61,2,20%,$0.92,$1.67,36%,$2.94,$1.47
CA-2014-135279,2014-04-10,2014-04-12,2,First Class,BS-11800,Home Office,New York City,East,OFF-LA-10004055,Labels,$9.82,2,0%,$0.00,$4.81,49%,$5.01,$2.50
CA-2014-135279,2014-04-10,2014-04-12,2,First Class,BS-11800,Home Office,New York City,East,OFF-AR-10004344,Art,$35.97,3,0%,$0.00,$9.71,27%,$26.26,$8.75
CA-2014-135279,2014-04-10,2014-04-12,2,First Class,BS-11800,Home Office,New York City,East,OFF-PA-10004621,Paper,$12.96,2,0%,$0.00,$6.22,48%,$6.74,$3.37
CA-2014-135279,2014-04-10,2014-04-12,2,First Class,BS-11800,Home Office,New York City,East,OFF-PA-10001281,Paper,$191.60,4,0%,$0.00,$91.97,48%,$99.63,$24.91
CA-2014-135279,2014-04-10,2014-04-12,2,First Class,BS-11800,Home Office,New York City,East,OFF-LA-10001613,Labels,$8.64,3,0%,$0.00,$4.23,49%,$4.41,$1.47
CA-2014-135279,2014-04-10,2014-04-12,2,First Class,BS-11800,Home Office,New York City,East,OFF-ST-10001097,Storage,$501.81,3,0%,$0.00,$0.00,0%,$501.81,$167.27
CA-2011-115791,2011-01-17,2011-01-19,2,Second Class,DL-13315,Consumer,Philadelphia,East,FUR-FU-10001095,Furnishings,$127.10,6,20%,$25.42,$28.60,23%,$98.51,$16.42
CA-2011-115791,2011-01-17,2011-01-19,2,Second Class,DL-13315,Consumer,Philadelphia,East,TEC-PH-10004614,Phones,$124.20,3,40%,$49.68,-$31.05,-25%,$155.25,$51.75
CA-2011-115791,2011-01-17,2011-01-19,2,Second Class,DL-13315,Consumer,Philadelphia,East,OFF-BI-10001575,Binders,$18.59,2,70%,$13.01,-$13.63,-73%,$32.22,$16.11
CA-2011-115791,2011-01-17,2011-01-19,2,Second Class,DL-13315,Consumer,Philadelphia,East,OFF-LA-10001074,Labels,$30.07,3,20%,$6.01,$10.15,34%,$19.92,$6.64
US-2014-103247,2014-10-06,2014-10-09,3,Second Class,PO-19195,Home Office,New York City,East,TEC-PH-10003555,Phones,$160.93,7,0%,$0.00,$3.22,2%,$157.71,$22.53
US-2014-103247,2014-10-06,2014-10-09,3,Second Class,PO-19195,Home Office,New York City,East,OFF-BI-10004492,Binders,$75.79,3,20%,$15.16,$25.58,34%,$50.21,$16.74
US-2014-100209,2014-07-10,2014-07-16,6,Standard Class,TD-20995,Consumer,Portland,West,OFF-BI-10002012,Binders,$1.08,2,70%,$0.76,-$0.79,-73%,$1.87,$0.94
CA-2014-159366,2014-01-08,2014-01-11,3,First Class,BW-11110,Corporate,Detroit,Central,TEC-MA-10000822,Machines,"$3,059.98",2,10%,$306.00,$680.00,22%,"$2,379.99","$1,189.99"
CA-2013-145499,2013-05-31,2013-06-01,1,First Class,RW-19690,Consumer,Wilmington,South,OFF-BI-10000848,Binders,$3.28,2,70%,$2.30,-$2.63,-80%,$5.91,$2.95
CA-2012-157035,2012-12-09,2012-12-12,3,First Class,KB-16600,Corporate,Columbus,Central,OFF-PA-10004156,Paper,$34.02,3,0%,$0.00,$16.67,49%,$17.35,$5.78
CA-2013-144939,2013-10-04,2013-10-09,5,Standard Class,EB-13870,Consumer,New York City,East,FUR-CH-10003199,Chairs,$599.29,6,10%,$59.93,$93.22,16%,$506.07,$84.34
CA-2011-163419,2011-11-11,2011-11-14,3,Second Class,TZ-21580,Consumer,Louisville,West,OFF-AR-10000034,Art,$3.39,1,20%,$0.68,$0.81,24%,$2.59,$2.59
CA-2011-163419,2011-11-11,2011-11-14,3,Second Class,TZ-21580,Consumer,Louisville,West,TEC-PH-10000560,Phones,$559.98,2,20%,$112.00,$56.00,10%,$503.99,$251.99
CA-2011-163419,2011-11-11,2011-11-14,3,Second Class,TZ-21580,Consumer,Louisville,West,FUR-CH-10000665,Chairs,$603.92,5,20%,$120.78,$75.49,13%,$528.43,$105.69
CA-2014-100314,2014-09-30,2014-10-06,6,Standard Class,AS-10630,Home Office,Pasadena,Central,OFF-LA-10001569,Labels,$7.97,2,20%,$1.59,$2.59,33%,$5.38,$2.69
CA-2014-100314,2014-09-30,2014-10-06,6,Standard Class,AS-10630,Home Office,Pasadena,Central,OFF-EN-10000461,Envelopes,$27.97,4,20%,$5.59,$9.44,34%,$18.53,$4.63
CA-2014-100314,2014-09-30,2014-10-06,6,Standard Class,AS-10630,Home Office,Pasadena,Central,TEC-MA-10003066,Machines,$336.51,3,40%,$134.60,$44.87,13%,$291.64,$97.21
CA-2012-146829,2012-03-10,2012-03-10,0,Same Day,TS-21340,Consumer,Houston,Central,OFF-BI-10004022,Binders,$1.11,2,80%,$0.89,-$1.89,-170%,$3.00,$1.50
CA-2014-167899,2014-05-22,2014-05-27,5,Standard Class,JG-15805,Corporate,Auburn,East,FUR-FU-10004071,Furnishings,$520.05,5,0%,$0.00,$72.81,14%,$447.24,$89.45
CA-2014-167899,2014-05-22,2014-05-27,5,Standard Class,JG-15805,Corporate,Auburn,East,OFF-AR-10001988,Art,$17.97,3,0%,$0.00,$5.21,29%,$12.76,$4.25
CA-2012-153549,2012-03-29,2012-03-31,2,Second Class,SL-20155,Home Office,Jacksonville,South,FUR-CH-10004086,Chairs,"$1,166.92",5,20%,$233.38,$131.28,11%,"$1,035.64",$207.13
CA-2013-110023,2013-09-10,2013-09-12,2,First Class,TS-21610,Consumer,New York City,East,OFF-BI-10001036,Binders,$14.62,2,20%,$2.92,$5.48,38%,$9.14,$4.57
CA-2013-105585,2013-08-27,2013-08-28,1,First Class,RF-19735,Consumer,San Jose,West,OFF-FA-10002983,Fasteners,$10.23,3,0%,$0.00,$4.91,48%,$5.32,$1.77
CA-2013-105585,2013-08-27,2013-08-28,1,First Class,RF-19735,Consumer,San Jose,West,OFF-PA-10003625,Paper,$154.90,5,0%,$0.00,$69.71,45%,$85.20,$17.04
CA-2011-117639,2011-05-21,2011-05-25,4,Standard Class,MW-18235,Corporate,Virginia Beach,South,OFF-BI-10003925,Binders,"$2,715.93",7,0%,$0.00,"$1,276.49",47%,"$1,439.44",$205.63
CA-2011-117639,2011-05-21,2011-05-25,4,Standard Class,MW-18235,Corporate,Virginia Beach,South,TEC-PH-10001530,Phones,$617.97,3,0%,$0.00,$173.03,28%,$444.94,$148.31
CA-2012-162537,2012-10-28,2012-11-03,6,Standard Class,RD-19585,Consumer,Henderson,South,OFF-EN-10003862,Envelopes,$10.67,1,0%,$0.00,$4.91,46%,$5.76,$5.76
CA-2012-162537,2012-10-28,2012-11-03,6,Standard Class,RD-19585,Consumer,Henderson,South,OFF-ST-10004258,Storage,$36.63,3,0%,$0.00,$9.89,27%,$26.74,$8.91
CA-2012-162537,2012-10-28,2012-11-03,6,Standard Class,RD-19585,Consumer,Henderson,South,FUR-FU-10002885,Furnishings,$24.10,5,0%,$0.00,$9.16,38%,$14.94,$2.99
CA-2012-162537,2012-10-28,2012-11-03,6,Standard Class,RD-19585,Consumer,Henderson,South,FUR-FU-10001918,Furnishings,$33.11,7,0%,$0.00,$12.91,39%,$20.20,$2.89
CA-2013-155488,2013-11-14,2013-11-18,4,Standard Class,FM-14290,Home Office,Vancouver,West,OFF-AR-10002956,Art,$44.02,2,0%,$0.00,$11.45,26%,$32.57,$16.29
CA-2012-124891,2012-07-31,2012-07-31,0,Same Day,RH-19495,Consumer,New York City,East,TEC-AC-10003033,Accessories,"$2,309.65",7,0%,$0.00,$762.18,33%,"$1,547.47",$221.07
CA-2012-124891,2012-07-31,2012-07-31,0,Same Day,RH-19495,Consumer,New York City,East,FUR-TA-10002903,Tables,"$1,090.78",7,40%,$436.31,-$290.88,-27%,"$1,381.66",$197.38
CA-2012-124891,2012-07-31,2012-07-31,0,Same Day,RH-19495,Consumer,New York City,East,OFF-PA-10004621,Paper,$19.44,3,0%,$0.00,$9.33,48%,$10.11,$3.37
CA-2012-126445,2012-08-27,2012-08-31,4,Standard Class,RA-19945,Consumer,Murrieta,West,OFF-ST-10000046,Storage,$484.65,3,0%,$0.00,$92.08,19%,$392.57,$130.86
CA-2012-111199,2012-11-13,2012-11-17,4,Standard Class,JK-15730,Consumer,Jacksonville,South,OFF-PA-10001790,Paper,$115.30,3,20%,$23.06,$40.35,35%,$74.94,$24.98
CA-2012-105312,2012-11-06,2012-11-09,3,First Class,MT-17815,Consumer,Scottsdale,West,OFF-EN-10002600,Envelopes,$7.08,3,20%,$1.42,$2.48,35%,$4.60,$1.53
CA-2012-105312,2012-11-06,2012-11-09,3,First Class,MT-17815,Consumer,Scottsdale,West,OFF-BI-10002049,Binders,$4.40,3,70%,$3.08,-$3.52,-80%,$7.92,$2.64
US-2014-106705,2014-12-27,2015-01-02,6,Standard Class,PO-18850,Consumer,Burlington,Central,OFF-PA-10001509,Paper,$44.75,5,0%,$0.00,$20.59,46%,$24.17,$4.83
CA-2014-135034,2014-08-02,2014-08-04,2,First Class,AT-10735,Consumer,Chicago,Central,TEC-PH-10003931,Phones,$95.98,2,20%,$19.20,$6.00,6%,$89.99,$44.99
CA-2011-158540,2011-11-24,2011-11-26,2,First Class,VG-21790,Consumer,San Diego,West,FUR-FU-10001602,Furnishings,$151.72,4,0%,$0.00,$27.31,18%,$124.41,$31.10
CA-2014-118437,2014-06-18,2014-06-22,4,Second Class,PF-19165,Consumer,Olympia,West,FUR-FU-10004848,Furnishings,$155.25,3,0%,$0.00,$46.58,30%,$108.68,$36.23
CA-2014-118437,2014-06-18,2014-06-22,4,Second Class,PF-19165,Consumer,Olympia,West,OFF-ST-10003722,Storage,$14.03,1,0%,$0.00,$4.07,29%,$9.96,$9.96
US-2012-126214,2012-12-21,2012-12-24,3,Second Class,JS-15880,Consumer,Seattle,West,FUR-TA-10003748,Tables,"$1,618.37",13,0%,$0.00,$356.04,22%,"$1,262.33",$97.10
US-2012-126214,2012-12-21,2012-12-24,3,Second Class,JS-15880,Consumer,Seattle,West,TEC-AC-10003198,Accessories,$99.60,1,0%,$0.00,$36.85,37%,$62.75,$62.75
CA-2012-133025,2012-09-17,2012-09-19,2,Second Class,MO-17800,Home Office,Los Angeles,West,OFF-PA-10004100,Paper,$32.40,5,0%,$0.00,$15.55,48%,$16.85,$3.37
CA-2012-108665,2012-07-06,2012-07-10,4,Standard Class,KM-16225,Corporate,New York City,East,FUR-FU-10002191,Furnishings,$13.96,2,0%,$0.00,$6.70,48%,$7.26,$3.63
CA-2012-108665,2012-07-06,2012-07-10,4,Standard Class,KM-16225,Corporate,New York City,East,FUR-FU-10000965,Furnishings,$155.82,3,0%,$0.00,$63.89,41%,$91.93,$30.64
CA-2012-108665,2012-07-06,2012-07-10,4,Standard Class,KM-16225,Corporate,New York City,East,TEC-PH-10004188,Phones,$124.95,5,0%,$0.00,$2.50,2%,$122.45,$24.49
CA-2012-108665,2012-07-06,2012-07-10,4,Standard Class,KM-16225,Corporate,New York City,East,OFF-ST-10001526,Storage,$601.65,5,0%,$0.00,$156.43,26%,$445.22,$89.04
CA-2012-124450,2012-04-27,2012-05-03,6,Standard Class,GT-14710,Consumer,Washington,East,OFF-AR-10001166,Art,$22.74,3,0%,$0.00,$8.87,39%,$13.87,$4.62
CA-2012-124450,2012-04-27,2012-05-03,6,Standard Class,GT-14710,Consumer,Washington,East,FUR-CH-10000309,Chairs,"$1,267.53",3,0%,$0.00,$316.88,25%,$950.65,$316.88
CA-2012-124450,2012-04-27,2012-05-03,6,Standard Class,GT-14710,Consumer,Washington,East,TEC-MA-10004212,Machines,"$1,379.92",8,0%,$0.00,$648.56,47%,$731.36,$91.42
